timestamp_ist,device.deviceName,domain,intent,ALEXA_RESPONSE,ASR_REPLACEMENT_TEXT,CUSTOMER_TRANSCRIPT,TTS_REPLACEMENT_TEXT
2025-07-22 15:23:23 IST,Ananterra_vilvam202,Music,PlayMusicIntent,"JioSaavn से, Pushpa 2 The Rule - (Telugu).",,पुष्पा movie songs,
2025-07-22 15:23:23 IST,Ananterra_vilvam202,,Unknown,,alexa,,
2025-07-22 15:23:23 IST,Ananterra_vilvam202,Music,PlayMusicIntent,"JioSaavn से, Pushpa 2 The Rule - (Telugu).",,पुष्पा movie songs,
2025-07-22 15:23:09 IST,Ananterra_vilvam202,Music,MusicControlIntent,,,next song,
2025-07-22 15:23:09 IST,Ananterra_vilvam202,,Unknown,,alexa,,
2025-07-22 15:19:17 IST,Ananterra_vilvam202,Music,PlayMusicIntent,JioSaavn से malayalam म्यूज़िक.,,play मलयालम,
2025-07-22 15:19:17 IST,Ananterra_vilvam202,,Unknown,,alexa,,
2025-07-22 15:19:03 IST,Ananterra_vilvam202,Echo.SDK,PersonalityQAIntent,,,how are you,
2025-07-22 15:19:03 IST,Ananterra_vilvam202,,Unknown,,alexa,,
2025-07-22 14:59:08 IST,,Knowledge,QAIntent,facts.net से मिला एक अनुवाद: | सैन्य तानाशाह मैनुअल नोरिएगा को उखाड़ फेंकने के लिए संयुक्त राज्य अमेरिका ने दिसंबर 1989 में पनामा पर आक्रमण किया।,,alexa उन्नीस सौ अंदर किधर,
2025-07-22 14:59:04 IST,,,Unknown,,,,
2025-07-22 10:21:01 IST,Ananterra_Arayaal205,,Unknown,,,,
2025-07-22 10:20:56 IST,Ananterra_Arayaal205,,Unknown,,alexa,,
2025-07-22 09:52:37 IST,Ananterra_vilvam202,,AMAZON.FallbackIntent,I'm not quite sure how to help you with that.,,ask rahul to kiss me,
2025-07-22 09:52:37 IST,Ananterra_vilvam202,,Unknown,,,,
2025-07-22 09:52:37 IST,Ananterra_vilvam202,,Unknown,,alexa,,
2025-07-22 09:52:29 IST,Ananterra_vilvam202,,Unknown,,,,
2025-07-22 08:32:17 IST,Ananterra_vilvam202,Music,PlayMusicIntent,Vainko by Brodha V from JioSaavn.,,play vainko song,
2025-07-22 08:32:17 IST,Ananterra_vilvam202,,Unknown,,alexa,,
2025-07-22 08:26:47 IST,Ananterra_vilvam202,Global,StopIntent,,,alexa stop,
2025-07-22 08:26:43 IST,Ananterra_vilvam202,Global,StopIntent,,,vaaya moodu please,
2025-07-22 08:26:43 IST,Ananterra_vilvam202,,Unknown,,alexa,,
2025-07-22 08:26:23 IST,Ananterra_vilvam202,Music,PlayMusicIntent,Khushi by Rahul Jain from JioSaavn.,,play song from kushi movie,
2025-07-22 08:26:21 IST,Ananterra_vilvam202,,Unknown,,alexa,,
2025-07-22 08:26:12 IST,Ananterra_vilvam202,Global,MoreIntent,You need to be an Amazon Prime member to be able to play Sri Ramayana Kavya Katha from Amazon Music. Would you like to learn more?,,play kattipudi kattipudi song from kushi movie,
2025-07-22 08:26:12 IST,Ananterra_vilvam202,,Unknown,,alexa,,
2025-07-22 08:26:01 IST,Ananterra_vilvam202,Music,PlayMusicIntent,I couldn't find any movie songs.,,play kattipudi kattipudi song from kushi movie,
2025-07-22 08:26:01 IST,Ananterra_vilvam202,,Unknown,,alexa,,
2025-07-22 08:25:18 IST,Ananterra_vilvam202,Music,PlayMusicIntent,Kattipudi Kattipudi by Issac Thomas & Lalitha Sagari from JioSaavn.,,play kattipudi kattipudi song,
2025-07-22 08:25:18 IST,Ananterra_vilvam202,,Unknown,,,alexa,
2025-07-22 08:25:18 IST,Ananterra_vilvam202,,Unknown,,alexa,,
2025-07-22 08:21:51 IST,Ananterra_vilvam202,Global,StopIntent,,,alexa stop,
2025-07-22 08:20:40 IST,Ananterra_vilvam202,Music,PlayMusicIntent,Illuminati by Sushin Shyam from JioSaavn.,,play illuminati song,
2025-07-22 08:20:40 IST,Ananterra_vilvam202,,Unknown,,alexa,,
2025-07-22 08:20:30 IST,Ananterra_vilvam202,Global,NextIntent,I can’t skip for this stream.,,alexa next,
2025-07-22 08:20:05 IST,Ananterra_vilvam202,Music,PlayMusicIntent,Aavesham (feat. AJ240 & Dhuthan) by Syan Zues from JioSaavn.,,play aavesham movie songs,
2025-07-22 08:20:05 IST,Ananterra_vilvam202,,Unknown,,alexa,,
2025-07-22 08:19:51 IST,Ananterra_vilvam202,Music,PlayMusicIntent,"Ee Raathale (From ""Radhe Shyam"") by Yuvan Shankar Raja, Harini Ivaturi & Justin Prabhakaran from JioSaavn.",,play aavesham songs,
2025-07-22 08:19:51 IST,Ananterra_vilvam202,,Unknown,,alexa,,
2025-07-22 08:19:46 IST,Ananterra_vilvam202,,Unknown,,,,
2025-07-22 08:16:10 IST,Ananterra_vilvam202,Global,ResumeIntent,,,alexa continue,
2025-07-22 08:16:00 IST,Ananterra_vilvam202,Global,StopIntent,,,alexa stop,
2025-07-22 08:14:46 IST,Ananterra_vilvam202,Music,PlayMusicIntent,"Hey Minnale by Karthik Netha, G.V. Prakash Kumar, Haricharan & Shweta Mohan from JioSaavn.",,play minnale song from amaran,
2025-07-22 08:14:46 IST,Ananterra_vilvam202,,Unknown,,alexa,,
2025-07-22 08:14:37 IST,Ananterra_vilvam202,Music,PlayMusicIntent,I can't find the song minnale.,,play minnale from maamani,
2025-07-22 08:14:37 IST,Ananterra_vilvam202,,Unknown,,alexa,,
2025-07-22 08:14:25 IST,Ananterra_vilvam202,Global,StartOverIntent,,,alexa start,
2025-07-22 08:14:17 IST,Ananterra_vilvam202,Global,StopIntent,,,alexa stop,
2025-07-22 08:14:09 IST,Ananterra_vilvam202,Global,StartOverIntent,,,alexa start,
2025-07-22 08:13:05 IST,Ananterra_vilvam202,Global,StopIntent,,,alexa stop,
2025-07-22 08:09:41 IST,Ananterra_vilvam202,Music,PlayMusicIntent,"Uyirey (From ""Amaran"") (Tamil) by Vivek, G.V. Prakash Kumar, Nakul Abhyankar & Ramya Bhat Abhyankar from JioSaavn.",,play songs from amaran movie,
2025-07-22 08:09:41 IST,Ananterra_vilvam202,,Unknown,,alexa,,
2025-07-22 08:09:16 IST,Ananterra_vilvam202,Music,PlayMusicIntent,Playing tamil music from JioSaavn.,,play some tamil songs,
2025-07-22 08:09:16 IST,Ananterra_vilvam202,,Unknown,,,alexa,
2025-07-22 08:09:16 IST,Ananterra_vilvam202,,Unknown,,alexa,,
2025-07-22 08:03:32 IST,,Notifications,BrowseNotificationIntent,There are no timers set.,,what's the breakfast time,
2025-07-22 08:03:32 IST,,,Unknown,,alexa,,
2025-07-22 07:52:36 IST,Ananterra_Plavu101,Global,UnsupportedIntent,,,,"Sorry, I didn't get that. The internet isn't reachable."
2025-07-22 07:47:34 IST,Ananterra_Plavu101,Global,UnsupportedIntent,,,,"Sorry, I didn't get that. The internet isn't reachable."
2025-07-22 07:30:51 IST,Ananterra_Plavu101,Global,UnsupportedIntent,,,,"Sorry, I didn't get that. The internet isn't reachable."
2025-07-22 07:30:05 IST,Ananterra_Plavu101,Global,UnsupportedIntent,,,,"Sorry, I didn't get that. The internet isn't reachable."
2025-07-22 06:51:18 IST,Ananterra_Plavu101,Global,WhatTimeIntent,The time is 06:51 AM,,what's the time now,
2025-07-22 06:51:11 IST,Ananterra_Plavu101,Global,UnsupportedIntent,,,,"Sorry, I didn't get that. The internet isn't reachable."
2025-07-22 06:50:55 IST,Ananterra_Plavu101,Global,UnsupportedIntent,,,,"Sorry, I didn't get that. The internet isn't reachable."
2025-07-22 06:50:43 IST,Ananterra_Plavu101,Global,UnsupportedIntent,,,,"Sorry, I didn't get that. The internet isn't reachable."
2025-07-21 23:03:21 IST,Ananterra_Plavu101,Books,ReadBookIntent,There are no books in your AUDIBLE library.,,please say malayalam stories,
2025-07-21 23:03:19 IST,Ananterra_Plavu101,,Unknown,,alexa,,
2025-07-21 23:01:47 IST,Ananterra_Plavu101,HomeAutomation,TurnOffApplianceIntent,"Sorry, I didn't find a group or device named all lights",,alexa please switch off all the lights,
2025-07-21 23:00:15 IST,Ananterra_Plavu101,Music,MusicControlIntent,,,alexa please stop the music,
2025-07-21 22:55:30 IST,Ananterra_Plavu101,,Unknown,,,,
2025-07-21 22:54:40 IST,Ananterra_Plavu101,Music,PlayMusicIntent,Telugu Melody - Telugu - Top JioTunes from JioSaavn.,,please play me a melody song,
2025-07-21 22:54:38 IST,Ananterra_Plavu101,,Unknown,,alexa,,
2025-07-21 22:54:05 IST,Ananterra_Plavu101,Echo.SDK,Unknown,I don't sleep exactly. Saying my name will get my attention.,,now this song two percent,
2025-07-21 22:54:04 IST,Ananterra_Plavu101,Global,SetVolumeIntent,,,now this song two percent,
2025-07-21 22:54:01 IST,Ananterra_Plavu101,,Unknown,,alexa,,
2025-07-21 22:53:52 IST,Ananterra_Plavu101,Echo.SDK,PersonalityQAIntent,I don't sleep exactly. Saying my name will get my attention.,,are you sleeping,
2025-07-21 22:53:51 IST,Ananterra_Plavu101,,Unknown,,hey alexa,,
2025-07-21 22:52:38 IST,Ananterra_vilvam202,Global,StopIntent,,,alexa stop,
2025-07-21 22:52:34 IST,Ananterra_vilvam202,Music,PlayMusicIntent,Here's JioSaavn .,,alexa play some songs i don't want to hear it,
2025-07-21 22:50:55 IST,Ananterra_Plavu101,,Wildcard,I'm not quite sure how to help you with that.,,alexa bg,
2025-07-21 22:50:44 IST,Ananterra_Plavu101,,Unknown,,,,
2025-07-21 22:50:44 IST,Ananterra_Plavu101,,Unknown,,alexa,,
2025-07-21 22:50:29 IST,Ananterra_Plavu101,Weather,GetWeatherForecastIntent,"Right now, in Kollam Kerala, it's 25 degrees Celsius. Tonight, expect a low of 23 degrees.",,what is the temperature in kollam today,
2025-07-21 22:50:26 IST,Ananterra_Plavu101,,Unknown,,alexa,,
2025-07-21 22:48:52 IST,Ananterra_Plavu101,Music,PlayMusicIntent,Thamara Kannan Urangenam by Sujith Flute from JioSaavn.,,can you sing the song thamara kannan urangenam,
2025-07-21 22:48:48 IST,Ananterra_Plavu101,,Unknown,,hey alexa,,
2025-07-21 22:48:33 IST,Ananterra_Plavu101,Help,TroubleshootIntent,"For Help with that question, go to the Help & Feedback section of the Alexa app.",,why you are not playing my lullaby,
2025-07-21 22:48:30 IST,Ananterra_Plavu101,,Unknown,,alexa,,
2025-07-21 22:48:23 IST,Ananterra_Plavu101,Echo.SDK,PersonalityQAIntent,"No, I'm wide awake.",,are you sleeping,
2025-07-21 22:48:21 IST,Ananterra_Plavu101,,Unknown,,alexa,,
2025-07-21 22:47:56 IST,Ananterra_Plavu101,Echo.SDK,Unknown,,,please sing a lullaby,
2025-07-21 22:47:54 IST,Ananterra_Plavu101,GeneralMedia,LaunchNativeAppIntent,"I'd love to, but every time I start to sing a lullaby, I get very sleepy. However, I have the perfect lullaby in the Music Box skill. | OK, here’s Sleep Sounds: Music Box",,please sing a lullaby,
2025-07-21 22:47:52 IST,Ananterra_Plavu101,,Unknown,,alexa,,
2025-07-21 22:47:44 IST,Ananterra_Plavu101,,QAIntent,I'm not quite sure how to help you with that.,,can you sing a,
2025-07-21 22:47:40 IST,Ananterra_Plavu101,,Unknown,,,alexa,
2025-07-21 22:47:39 IST,Ananterra_Plavu101,,Unknown,,,,
2025-07-21 22:47:36 IST,Ananterra_Plavu101,,Unknown,,,alexa,
2025-07-21 22:47:31 IST,Ananterra_Plavu101,,Unknown,,,alexa,
2025-07-21 22:47:31 IST,Ananterra_Plavu101,,Unknown,,alexa,,
2025-07-21 22:47:25 IST,Ananterra_Plavu101,HomeAutomation,TurnOffApplianceIntent,"Sorry, I didn't find a group or device named front door",,alexa switch off the front door,
2025-07-21 22:47:21 IST,Ananterra_Plavu101,,Unknown,,alexa,,
2025-07-21 22:45:36 IST,Ananterra_Plavu101,,addMyGuest,I'm not quite sure how to help you with that.,,can you advice my wife,
2025-07-21 22:45:34 IST,Ananterra_Plavu101,,Unknown,,alexa,,
2025-07-21 22:45:27 IST,Ananterra_Plavu101,HomeAutomation,TurnOffApplianceIntent,"Sorry, I didn't find a group or device named all lights",,can you tell the hotel name of alexa please switch off all the lights,
2025-07-21 22:45:22 IST,Ananterra_Plavu101,,Unknown,,alexa,,
2025-07-21 22:44:38 IST,Ananterra_Plavu101,Music,PlayMusicIntent,Playing Kaante from JioSaavn.,,alexa can you sing a song kaante,
2025-07-21 22:44:25 IST,Ananterra_Plavu101,Echo.SDK,PersonalityQAIntent,,,can you sing the song,
2025-07-21 22:44:23 IST,Ananterra_Plavu101,,Unknown,,alexa,,
2025-07-21 22:44:05 IST,Ananterra_Plavu101,Weather,GetWeatherForecastIntent,Rain is likely in Wayanad Kerala tomorrow. There's a 91% chance. You can expect about 7.5 millimetres.,,alexa any chance of rain in wayanad tomorrow,
2025-07-21 22:43:55 IST,Ananterra_Plavu101,Weather,GetWeatherForecastIntent,"Right now, in Kollam Kerala, it's 25 degrees Celsius.",,what's the temperature in kollam now,
2025-07-21 22:43:52 IST,Ananterra_Plavu101,,Unknown,,alexa,,
2025-07-21 22:43:30 IST,Ananterra_Plavu101,Music,PlayMusicIntent,Malayalam 1980s from JioSaavn.,,can you sing a song from malayalam nineteen eighties,
2025-07-21 22:43:25 IST,Ananterra_Plavu101,,Unknown,,hey alexa,,
2025-07-21 22:42:42 IST,Ananterra_Plavu101,Knowledge,QAIntent,"According to Wikipedia: Velikkakathu Sankaran Achuthanandan, also known by his initialism VS, was an Indian politician who was the Chief Minister of Kerala from 2006 to 2011. At 82, he was the oldest person to have assumed the office. He was affiliated with the Communist Party of India. He served as the chairman of Administrative reforms in Kerala with state cabinet rank from 2016 to 2021.",,say something about v. s. achuthanandan,
2025-07-21 22:42:39 IST,Ananterra_Plavu101,,Unknown,,alexa,,
2025-07-21 22:42:25 IST,Ananterra_Plavu101,Knowledge,QAIntent,"From wikipedia.org: | On 1 November 2016, Rajesh was appointed as one of the new directors on Mediacorp 's board.",,alexa who is rajesh vinod,
2025-07-21 22:42:17 IST,Ananterra_Plavu101,,Unknown,,,,
2025-07-21 22:42:14 IST,Ananterra_Plavu101,,Unknown,,alexa,,
2025-07-21 22:42:04 IST,Ananterra_Plavu101,Knowledge,QAIntent,"Sorry, I don't have an answer for that.",,can you say something about the previous chief minister of kerala,
2025-07-21 22:42:01 IST,Ananterra_Plavu101,,Unknown,,hey alexa,,
2025-07-21 22:41:54 IST,Ananterra_Plavu101,Knowledge,QAIntent,The Chief Minister of Kerala is Pinarayi Vijayan.,,can you tell me who is the chief minister of kerala,
2025-07-21 22:41:50 IST,Ananterra_Plavu101,,Unknown,,hey alexa,,
2025-07-21 22:41:41 IST,Ananterra_Plavu101,Knowledge,QAIntent,"Sorry, I don’t know that one.",,it's not related to that alexa kerala previous chief minister,
2025-07-21 22:41:35 IST,Ananterra_Plavu101,,Unknown,,hey alexa,,
2025-07-21 22:41:20 IST,Ananterra_Plavu101,Knowledge,QAIntent,"From substack.com: | As the body learns to counteract angular or linear movements more effectively, the VSR refines its activation of trunk and limb muscles, enabling a more stable posture and improved protective responses to imbalance.",,can you tell me something about v. s. r.,
2025-07-21 22:41:16 IST,Ananterra_Plavu101,,Unknown,,hey alexa,,
2025-07-21 22:41:08 IST,Ananterra_Plavu101,Music,PlayMusicIntent,"Johny Johny by Lalitya Munshaw, Mihir Joshi & Saksham Karia from JioSaavn.",,please talk johny johny,
2025-07-21 22:41:06 IST,Ananterra_Plavu101,,Unknown,,hey alexa,,
2025-07-21 22:40:52 IST,Ananterra_Plavu101,Music,PlayMusicIntent,"Johny Johny by Lalitya Munshaw, Mihir Joshi & Saksham Karia from JioSaavn.",,don't play johny johny,
2025-07-21 22:40:51 IST,Ananterra_Plavu101,,Unknown,,alexa,,
2025-07-21 22:40:43 IST,Ananterra_Plavu101,Music,PlayMusicIntent,Johny Johny Yes Papa by Tulsi Kumar & Lovely Kumar Sharma from JioSaavn.,,play johny johny,
2025-07-21 22:40:41 IST,Ananterra_Plavu101,,Unknown,,hey alexa,,
2025-07-21 22:40:09 IST,Ananterra_Plavu101,Music,PlayMusicIntent,Playing songs by Avicii from JioSaavn.,,avicii,
2025-07-21 22:40:08 IST,Ananterra_Plavu101,,Unknown,,hey alexa,,
2025-07-21 22:39:59 IST,Ananterra_Plavu101,Global,VolumeDownIntent,,,please play titanic instrumental low volume,
2025-07-21 22:39:55 IST,Ananterra_Plavu101,,Unknown,,alexa,,
2025-07-21 21:59:21 IST,Ananterra_vilvam202,Global,WhatTimeIntent,It's 9:59 PM.,,what is the time now,
2025-07-21 21:59:21 IST,Ananterra_vilvam202,,Unknown,,alexa,,
2025-07-21 21:35:47 IST,Ananterra_vilvam202,Music,PlayMusicIntent,Playing songs by Sid Sriram from JioSaavn.,,play sid sriram songs,
2025-07-21 21:35:47 IST,Ananterra_vilvam202,,Unknown,,alexa,,
2025-07-21 21:35:37 IST,Ananterra_vilvam202,Global,NextIntent,,,alexa next,
2025-07-21 21:35:24 IST,Ananterra_vilvam202,Global,NextIntent,,,alexa next,
2025-07-21 21:35:19 IST,Ananterra_vilvam202,Global,NextIntent,,,alexa next,
2025-07-21 21:34:54 IST,Ananterra_vilvam202,Global,NextIntent,,,alexa next,
2025-07-21 21:34:45 IST,Ananterra_vilvam202,Global,NextIntent,,,alexa next,
2025-07-21 21:30:09 IST,Ananterra_vilvam202,Music,PlayMusicIntent,Playing tamil music from JioSaavn.,,alexa play tamil song,
2025-07-21 21:29:57 IST,Ananterra_vilvam202,Global,NextIntent,I can’t skip for this stream.,,alexa next,
2025-07-21 21:28:44 IST,Ananterra_vilvam202,Music,PlayMusicIntent,Pirai Thedum Iravile by Ajx from JioSaavn.,,play pirai thedum iravile,
2025-07-21 21:28:44 IST,Ananterra_vilvam202,,Unknown,,alexa,,
2025-07-21 21:28:36 IST,Ananterra_vilvam202,Global,VolumeDownIntent,,,reduce volume,
2025-07-21 21:28:36 IST,Ananterra_vilvam202,,Unknown,,alexa,,
2025-07-21 21:28:18 IST,Ananterra_vilvam202,Music,PlayMusicIntent,Playing tamil music from JioSaavn.,,play tamil songs,
2025-07-21 21:28:18 IST,Ananterra_vilvam202,,Unknown,,alexa,,
2025-07-21 21:28:02 IST,Ananterra_vilvam202,Global,NextIntent,,,alexa next,
2025-07-21 21:27:57 IST,Ananterra_vilvam202,Global,NextIntent,,,alexa next,
2025-07-21 21:27:47 IST,Ananterra_vilvam202,Music,PlayMusicIntent,Telugu Melody - Telugu - Top JioTunes from JioSaavn.,,play melody songs,
2025-07-21 21:27:47 IST,Ananterra_vilvam202,,Unknown,,alexa,,
2025-07-21 21:23:28 IST,Ananterra_Arayaal205,Knowledge,QAIntent,According to Wikipedia: Hardik Himanshu Pandya is an Indian international cricketer who plays for the Indian cricket team. He is an all-rounder who is a right-handed middle order batsman and fast-medium bowler. He is considered one of the best all-rounders in the world in white-ball cricket. Pandya has represented India in all three formats.,,give hardik,
2025-07-21 21:23:25 IST,Ananterra_Arayaal205,,Unknown,,alexa,,
2025-07-21 21:16:02 IST,,Global,VolumeUpIntent,,,alexa volume up,
2025-07-21 21:15:46 IST,,Music,PlayMusicIntent,Most Streamed Love Songs - English from JioSaavn.,,play romantic song,
2025-07-21 21:15:46 IST,,,Unknown,,alexa,,
2025-07-21 21:15:36 IST,,Music,PlayMusicIntent,Here's JioSaavn .,,play some song,
2025-07-21 21:15:36 IST,,,Unknown,,,,
2025-07-21 21:15:36 IST,,Music,PlayMusicIntent,Here's JioSaavn .,,play some song,
2025-07-21 21:15:36 IST,,,Unknown,,alexa,,
2025-07-21 21:10:52 IST,Ananterra_Plavu101,Weather,GetWeatherForecastIntent,"Right now, in Wayanad Kerala, it's 20 degrees Celsius.",,alexa what about wayanad temperature,
2025-07-21 21:10:41 IST,Ananterra_Plavu101,Weather,GetWeatherForecastIntent,"Right now, in Toronto Canada, it's 20 degrees Celsius.",,what's the temperature in toronto,
2025-07-21 21:10:40 IST,Ananterra_Plavu101,,Unknown,,alexa,,
2025-07-21 21:10:24 IST,Ananterra_Plavu101,Weather,GetWeatherForecastIntent,"Right now, in Vythiri Kerala, it's 20 degrees Celsius.",,what is the temperature now,
2025-07-21 21:10:23 IST,Ananterra_Plavu101,,Unknown,,alexa,,
2025-07-21 20:08:07 IST,Ananterra_Arayaal205,,QAIntent,I'm not quite sure how to help you with that.,,alexa i'm not love me,
2025-07-21 20:08:04 IST,Ananterra_Arayaal205,Music,PlayMusicIntent,Damn by Raftaar & KR$NA from JioSaavn.,,alexa open the song of damn,
2025-07-21 20:07:23 IST,Ananterra_Arayaal205,,QAIntent,I'm not quite sure how to help you with that.,,shall we go,
2025-07-21 20:07:22 IST,Ananterra_Arayaal205,,Unknown,,alexa,,
2025-07-21 19:48:40 IST,,,Unknown,,,,
2025-07-21 18:22:47 IST,Ananterra_vilvam202,Global,StopIntent,,,alexa stop alexa stop,
2025-07-21 18:22:32 IST,Ananterra_vilvam202,Music,PlayMusicIntent,Playing songs by Sid Sriram from JioSaavn.,,alexa play sid sriram melody songs,
2025-07-21 18:22:29 IST,Ananterra_vilvam202,Global,StopIntent,,,alexa stop,
2025-07-21 18:22:17 IST,Ananterra_vilvam202,Music,PlayMusicIntent,"Kaatru Veliyidai by P. B. Sreenivas, P. Susheela & G. Ramanathan from JioSaavn.",,play songs from kaatru veliyidai movie,
2025-07-21 18:22:17 IST,Ananterra_vilvam202,,Unknown,,alexa,,
2025-07-21 18:21:58 IST,Ananterra_vilvam202,Global,StopIntent,,,alexa stop,
2025-07-21 18:21:51 IST,Ananterra_vilvam202,Global,NextIntent,I can’t skip for this stream.,,alexa next,
2025-07-21 18:21:46 IST,Ananterra_vilvam202,Global,NextIntent,I can’t skip for this stream.,,alexa next,
2025-07-21 18:21:19 IST,Ananterra_vilvam202,Music,PlayMusicIntent,Teri Meri by Guri from JioSaavn.,,play teri meri song,
2025-07-21 18:21:19 IST,Ananterra_vilvam202,,Unknown,,alexa,,
2025-07-21 18:21:00 IST,Ananterra_vilvam202,Global,StopIntent,,,alexa stop,
2025-07-21 18:20:55 IST,Ananterra_vilvam202,Music,PlayMusicIntent,Teri Meri by Guri from JioSaavn.,,alexa play teri meri,
2025-07-21 18:20:55 IST,Ananterra_vilvam202,,Unknown,,alexa,,
2025-07-21 18:20:40 IST,Ananterra_vilvam202,Music,PlayMusicIntent,Baritone by Irregular Synth from JioSaavn.,,play baritone,
2025-07-21 18:20:40 IST,Ananterra_vilvam202,,Unknown,,alexa,,
2025-07-21 18:20:40 IST,Ananterra_vilvam202,Music,PlayMusicIntent,Baritone by Irregular Synth from JioSaavn.,,play baritone,
2025-07-21 18:20:30 IST,Ananterra_vilvam202,Music,PlayMusicIntent,I can't find the song vanithamani.,,play vanithamani song from dragon,
2025-07-21 18:20:30 IST,Ananterra_vilvam202,,Unknown,,alexa,,
2025-07-21 18:20:21 IST,Ananterra_vilvam202,Music,PlayMusicIntent,Playing hindi music from JioSaavn.,,play badi thodaya song,
2025-07-21 18:20:21 IST,Ananterra_vilvam202,,Unknown,,alexa,,
2025-07-21 18:20:06 IST,Ananterra_vilvam202,Music,PlayMusicIntent,Vaanam by Vidyasagar & KS Harisankar from JioSaavn.,,play vaanam from,
2025-07-21 18:20:06 IST,Ananterra_vilvam202,,Unknown,,alexa,,
2025-07-21 18:19:52 IST,Ananterra_vilvam202,Global,NextIntent,,,alexa next,
2025-07-21 18:19:44 IST,Ananterra_vilvam202,Global,NextIntent,,,alexa next,
2025-07-21 18:19:34 IST,Ananterra_vilvam202,Global,NextIntent,,,alexa next,
2025-07-21 18:19:12 IST,Ananterra_vilvam202,Global,NextIntent,,,alexa next,
2025-07-21 18:18:48 IST,Ananterra_vilvam202,Global,NextIntent,,,alexa next,
2025-07-21 18:18:42 IST,Ananterra_vilvam202,Global,NextIntent,,,alexa next,
2025-07-21 18:18:35 IST,Ananterra_vilvam202,Global,NextIntent,,,alexa next,
2025-07-21 18:18:30 IST,Ananterra_vilvam202,Global,NextIntent,,,alexa next,
2025-07-21 18:18:23 IST,Ananterra_vilvam202,Music,PlayMusicIntent,Playing tamil music from JioSaavn.,,play tamil songs,
2025-07-21 18:18:23 IST,Ananterra_vilvam202,,Unknown,,alexa,,
2025-07-21 18:18:07 IST,Ananterra_vilvam202,Music,PlayMusicIntent,Telugu Melody - Telugu - Top JioTunes from JioSaavn.,,play melody songs,
2025-07-21 18:18:07 IST,Ananterra_vilvam202,,Unknown,,alexa,,
2025-07-21 18:17:57 IST,Ananterra_vilvam202,Music,PlayMusicIntent,Sarvam by Shafi Kollam from JioSaavn.,,play songs from sarvam tamil movie,
2025-07-21 18:17:57 IST,Ananterra_vilvam202,,Unknown,,alexa,,
2025-07-21 18:16:39 IST,Ananterra_vilvam202,Music,PlayMusicIntent,Kaatrukulle (Reprise) by Sajeev from JioSaavn.,,play kaatrukulle song,
2025-07-21 18:16:39 IST,Ananterra_vilvam202,,Unknown,,alexa,,
2025-07-21 18:16:30 IST,Ananterra_vilvam202,Music,PlayMusicIntent,Kaathu Mela by Paal Dabba from JioSaavn.,,play kaattu payale song,
2025-07-21 18:16:30 IST,Ananterra_vilvam202,,Unknown,,alexa,,
2025-07-21 18:16:22 IST,Ananterra_vilvam202,Music,PlayMusicIntent,I can't find the song kaatrukulle.,,play kaatrukulle song from sarvam,
2025-07-21 18:16:22 IST,Ananterra_vilvam202,,Unknown,,alexa,,
2025-07-21 18:16:22 IST,Ananterra_vilvam202,Music,PlayMusicIntent,I can't find the song kaatrukulle.,,play kaatrukulle song from sarvam,
2025-07-21 18:16:15 IST,Ananterra_vilvam202,Global,NextIntent,,,alexa next,
2025-07-21 18:16:09 IST,Ananterra_vilvam202,Global,NextIntent,,,alexa next,
2025-07-21 18:16:00 IST,Ananterra_vilvam202,Music,PlayMusicIntent,Playing tamil music from JioSaavn.,,play tamil songs,
2025-07-21 18:16:00 IST,Ananterra_vilvam202,,Unknown,,alexa,,
2025-07-21 18:15:49 IST,Ananterra_vilvam202,Music,PlayMusicIntent,Evergreen Melodies - Tamil - Top JioTunes from JioSaavn.,,play melody tamil songs,
2025-07-21 18:15:49 IST,Ananterra_vilvam202,,Unknown,,alexa,,
2025-07-21 18:15:37 IST,Ananterra_vilvam202,Music,PlayMusicIntent,I couldn't find any melody karaoke songs.,,play melody karaoke song,
2025-07-21 18:15:37 IST,Ananterra_vilvam202,,Unknown,,alexa,,
2025-07-21 18:15:37 IST,Ananterra_vilvam202,Music,PlayMusicIntent,I couldn't find any melody karaoke songs.,,play melody karaoke song,
2025-07-21 17:18:33 IST,Ananterra_vilvam202,Music,PlayMusicIntent,Vachindamma by Sid Sriram from JioSaavn.,,play vachindamma song,
2025-07-21 17:18:33 IST,Ananterra_vilvam202,,Unknown,,alexa,,
2025-07-21 17:17:32 IST,Ananterra_vilvam202,Music,PlayMusicIntent,Playing Geetha Govindam from JioSaavn.,,play songs from geetha govindam,
2025-07-21 17:17:32 IST,Ananterra_vilvam202,,Unknown,,alexa,,
2025-07-21 17:17:21 IST,Ananterra_vilvam202,Music,PlayMusicIntent,,,play,
2025-07-21 17:17:21 IST,Ananterra_vilvam202,,Unknown,,alexa,,
2025-07-21 17:12:23 IST,Ananterra_vilvam202,Music,PlayMusicIntent,Playing Geetha Govindam from JioSaavn.,,play songs from geetha govindam movie,
2025-07-21 17:12:23 IST,Ananterra_vilvam202,,Unknown,,alexa,,
2025-07-21 17:12:23 IST,Ananterra_vilvam202,Music,PlayMusicIntent,Playing Geetha Govindam from JioSaavn.,,play songs from geetha govindam movie,
2025-07-21 17:08:09 IST,Ananterra_vilvam202,Music,PlayMusicIntent,Telugu Melody - Telugu - Top JioTunes from JioSaavn.,,alexa play melody songs,
